id,title,release_date,imdb_id,original_language,overview,popularity,genres,keywords,cluster
293670,The Wailing,12/5/2016,tt5215952,ko,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,15.353,"['horror', 'mystery']","daughter, small town, police, investigation, exorcism, possession, murder, priest, rural area, curse, shaman, zombie, demon, shrine, macabre, ghost, gluttony, folk horror, grim, acupuncture, divination, anxious, distressing, frightened",5
4550,Lady Vengeance,29/7/2005,tt0451094,ko,"Released after being wrongfully convicted and imprisoned for 13 years, a woman begins executing her elaborate plan of retribution.",23.436,"['drama', 'thriller']","prison, women's prison, revenge, vengeance, waiting for revenge",9
491584,Burning,17/5/2018,tt7282468,ko,An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,15.465,"['mystery', 'drama', 'thriller']","fire, jealousy, dream, love triangle, cat, sex shop, sadness, sunlight, suspicion, greenhouse, love, arson, writer, class differences, based on short story, burning, metaphor, dance ritual, rural setting, korean countryside, sunsets, return to hometown, seoul, south korea, childhood memories, the great gatsby, disappearing",9
30018,Mother,28/5/2009,tt1216496,ko,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",20.852,"['crime', 'drama', 'mystery', 'thriller']","small town, mother, rice, golf, murder, teenage girl, misunderstanding, cell phone, drunk, disability, needle, drunkenness, acupuncture, mental retardation, mother son relationship",9
4689,Sympathy for Mr. Vengeance,29/3/2002,tt0310775,ko,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",17.446,"['action', 'drama', 'thriller']","transplantation, revenge, organ donation",9
51608,The Man from Nowhere,4/8/2010,tt1527788,ko,"His only friend called him 'the man from nowhere'... Taesik, a former special agent becomes a loner after losing his wife in a miserable accident and lives a bitter life running a pawnshop. He only has a few customers and a friend named Somi, a little girl next door. As Taesik spends more and more time with Somi, he gets attached to her. Then Somi is kidnapped by a gang, and as Taesik tries to save Somi by becoming deeply associated with the gang his mysterious past is revealed.",20.894,"['action', 'thriller', 'crime']","friendship, martial arts, assassin, hero, hitman, child labour, human trafficking, protection, revenge, tragic hero, disappearance, drugs, neo-noir, organ harvest",8
13855,The Chaser,14/2/2008,tt1190539,ko,"Joong-ho is a dirty detective turned pimp in financial trouble as several of his girls have recently disappeared without clearing their debts. While trying to track them down, he finds a clue that the vanished girls were all called up by the same client whom one of his girls is meeting with right now.",22.535,"['crime', 'thriller', 'action']","prostitute, kidnapping, psychopath, pimp, investigation, gore, rope, based on true story, flu, serial killer, psychological thriller, cell phone, dog, tied up, meat hook, chisel, seoul, south korea",8
200085,The Flu,14/8/2013,tt2351310,ko,"A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",25.472,"['action', 'adventure', 'science fiction']","quarantine, police, flu, survival, disaster, doctor, lethal virus, epidemic, virus, influenza, mother daughter relationship",8
1280,3-Iron,15/10/2004,tt0423866,ko,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him.",17.856,"['drama', 'romance', 'crime']","prison, jealousy, husband wife relationship, love of one's life, love triangle, mannequin, burglar, violent husband, golf",2
4552,A Tale of Two Sisters,13/6/2003,tt0365376,ko,"A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.",21.041,"['drama', 'horror', 'mystery']","amnesia, drug abuse, loss of loved one, homicide, drug addiction, stepmother, menstruation, sister, tragedy, psychological thriller, vengeful ghost, unreliable narrator, existentialism, cremation, narcolepsy, ambiguity, psychological horror, psychological drama",0
113,"Spring, Summer, Fall, Winter... and Spring",19/9/2003,tt0374546,ko,"An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",20.583,['drama'],"dying and death, life and death, countryside, temple, isolation, buddhism, buddhist monk, becoming an adult, mountain lake, meditation, attachment to nature, religious education, season, cycle, penalty, mortification, restart, taskmaster, philosophy, child, contemplative cinema",0
488623,Forgotten,29/11/2017,tt7057496,ko,"Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.",17.211,"['thriller', 'mystery', 'drama']","hypnosis, revenge, murder, brother brother relationship",9
581389,Space Sweepers,5/2/2021,tt12838766,ko,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",21.362,"['drama', 'fantasy', 'science fiction']","android, space colony, space opera, space adventure, spaceship, ecological disaster, 2090s",0
705996,Decision to Leave,29/6/2022,tt12477480,ko,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",46.48,"['thriller', 'mystery', 'romance']","sea, secret love, police, widow, detective, mountain, investigation, language barrier, forbidden love, foreign language, love, audio recording, phone, mountain climbing, murder mystery, murder suspect, busan, south korea, south korea, police procedural",1
397567,Along with the Gods: The Two Worlds,20/12/2017,tt7160070,ko,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",25.203,"['action', 'adventure', 'fantasy', 'thriller']","afterlife, hell, trial, based on comic, god, grim reaper, bromance, myth, based on webcomic or webtoon",8
437068,A Taxi Driver,2/8/2017,tt6878038,ko,"May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.",15.579,"['action', 'drama', 'history']","taxi, taxi driver, protest, based on true story, democracy, historical event, 1980s, gwangju uprising, gwangju, democratization movement, south korea",8
22536,Thirst,30/4/2009,tt0762073,ko,"A respected priest volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life. Now, he’s torn between faith and bloodlust, and has a newfound desire for the wife of a childhood friend.",14.237,"['drama', 'horror', 'thriller']","vampire, priest, self mutilation, childhood friends, blood transfusion, confessional, catholic guilt, lesion, jumping off a building",9
581528,"The Gangster, the Cop, the Devil",15/5/2019,tt10208198,ko,"After barely surviving a violent attack by an elusive serial killer, crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.",43.203,"['crime', 'action', 'thriller']","police, gangster, based on true story, serial killer, gang",8
11344,A Bittersweet Life,1/4/2005,tt0456912,ko,"Kim Sun-woo is an enforcer and manager for a hotel owned by a cold, calculative crime boss, Kang who assigns Sun-Woo to a simple errand while he is away on a business trip; to shadow his young mistress, Heesoo, for fear that she may be cheating on him with a younger man with the mandate that he must kill them both if he discovers their affair.",15.036,"['action', 'drama', 'crime']","buried alive, handlanger, revenge, fugitive, extramarital affair",8
575604,The Call,27/11/2020,tt10530176,ko,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",19.787,"['thriller', 'mystery', 'science fiction']","psychopath, remake, serial killer, changing the past or future, time paradox, thecall",5
15067,"The Good, the Bad, the Weird",16/7/2008,tt0901487,ko,"The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.",14.683,"['action', 'adventure', 'comedy', 'western']","gunslinger, gun, asian western, korean, manchuria western",8
18438,Castaway on the Moon,14/5/2009,tt1499666,ko,"Mr. Kim is jobless, lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small, mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.",15.54,"['drama', 'comedy', 'romance']","isolation, suicide attempt, loneliness, castaway, isolated island, seoul, south korea, han river",2
2440,Joint Security Area,9/9/2000,tt0260991,ko,"Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides.",19.221,"['war', 'drama', 'thriller', 'action']","border, korean war, soldier, united nations, dmz, korean army, inter-korean relations",9
437109,The Villainess,8/6/2017,tt6777338,ko,A young girl is raised as a killer in the Yanbian province of China. She hides her identity and travels to South Korea where she hopes to lead a quiet life but becomes involved with two mysterious men.,15.623,"['action', 'drama', 'crime', 'thriller', 'adventure']","assassin, katana, revenge, hand to hand combat, korean chinese, national intelligence service (nis)",9
11658,Tae Guk Gi: The Brotherhood of War,5/2/2004,tt0386064,ko,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",14.249,"['action', 'adventure', 'drama', 'history', 'war']","brotherhood, korean war, archaeologist, air raid, pyre, brother brother relationship, korean army, south korea, inter-korean relations, 한국전쟁",8
255709,Hope,2/10/2013,tt3153634,ko,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",14.679,['drama'],"child abuse, hope, based on true story, sexual assault, south korea",0
508642,Gonjiam: Haunted Asylum,28/3/2018,tt8119752,ko,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",19.323,"['horror', 'mystery']","asylum, camera, insane asylum, crew, paranormal, psychiatric hospital, paranormal investigation, found footage, horror filmmaking, paranormal activity, haunted attractions, haunted hospital, livestream, ghosts",5
81481,Silenced,22/9/2011,tt2070649,ko,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",21.713,['drama'],"child abuse, rape, based on novel or book, deaf, based on true story, teacher student relationship, disability, sex crime, south korea",0
390497,Tunnel,10/8/2016,tt5910280,ko,"A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help.",11.412,"['thriller', 'adventure']","survival, disaster, reporter, trapped, rescue team, news reporter, trapped underground, south korea",5
518068,Along with the Gods: The Last 49 Days,1/8/2018,tt8116428,ko,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",23.985,"['fantasy', 'action', 'thriller', 'adventure']","afterlife, hell, trial, based on comic, god, grim reaper, myth, goryeo dynasty, based on webcomic or webtoon",8
851644,20th Century Girl,6/10/2022,tt15340724,ko,"Yeon-du asks her best friend Bora to collect all the information she can about Baek Hyun-jin while she is away in the U.S. for heart surgery. Bora decides to get close to Baek's best friend, Pung Woon-ho first. However, Bora's clumsy plan unfolds in an unexpected direction. In 1999, a year before the new century, Bora, who turns seventeen, falls into the fever of first love.",75.975,"['romance', 'drama']","coming of age, teenage girl, first love, nostalgic, city life, coming out of habits, fresh city, dreaming of a girl, watch on youtalkies",2
11178,My Sassy Girl,27/7/2001,tt0293715,ko,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for.",14.542,"['drama', 'comedy', 'romance']","subway, based on memoir or autobiography, stranger, boyfriend girlfriend relationship, drunkenness",2
581387,Ashfall,19/12/2019,tt11285908,ko,A group of unlikely heroes from across the Korean peninsula try to save the day after a volcano erupts on the mythical and majestic Baekdu Mountain.,27.989,"['action', 'adventure', 'thriller']","natural disaster, volcano, disaster, volcano eruption, inter-korean relations, emby",8
843794,JUNG_E,12/1/2023,tt22352848,ko,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",57.955,['science fiction'],"future, artificial intelligence (a.i.), clone, dystopia, mercenary, robot, 22nd century, war",5
740996,BLACKPINK: Light Up the Sky,14/10/2020,tt13058290,ko,Record-shattering Korean girl band BLACKPINK tell their story —  and detail the hard fought journey of the dreams and trials behind their meteoric rise.,11.832,"['documentary', 'music']","girl group, k-pop, music documentary",3
845222,Kingdom: Ashin of the North,23/7/2021,tt13412252,ko,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family.",30.029,"['drama', 'fantasy', 'thriller']","tribe, revenge, zombie, family, joseon dynasty",9
5488,"I'm a Cyborg, but That's OK",7/12/2006,tt0497137,ko,"Young-goon, mentally deranged and frequently electro-charging herself with a transistor radio, has been admitted into a mental institution. Firmly believing herself to be a cyborg, she refuses to consume like a human being. Il-soon is another patient, who catches the eye of Young-goon and soon becomes a close friend. Il-soon is now confronted with the biggest task: to cure Young-goon's mental problem and have her eat real food.",12.392,"['drama', 'comedy', 'romance']","grandparent grandchild relationship, submachine gun, lunatic asylum, patient, psychiatrist, psychiatric ward",2
530254,The Witch: Part 1. The Subversion,27/6/2018,tt8574252,ko,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",27.478,"['mystery', 'science fiction', 'action', 'adventure']","witch, amnesia, supernatural, psychological thriller, audition, hidden identity, supernatural power, dark, extreme violence",8
57361,The Yellow Sea,22/12/2010,tt1230385,ko,"A Korean man in China takes an assassination job in South Korea to make money and find his missing wife. But when the job is botched, he is forced to go on the run from the police and the gangsters who paid him.",13.603,"['drama', 'thriller', 'crime']","immigrant, police, taxi driver, gang war, beaten to death, murder, knife fight, mahjong, bloodbath, money problems, korean chinese, brutal violence, seoul, south korea",9
568300,BTS World Tour: Love Yourself in Seoul,26/1/2019,tt9448868,ko,Shot at the Olympic Stadium in Seoul during the BTS World Tour ‘Love Yourself’ to celebrate the seven members of the global boyband and their unprecedented international phenomenon.,8.255,['music'],"concert, live performance, k-pop, idol group",3
33196,Tidal Wave,22/7/2009,tt1153040,ko,"On Haeundae Beach, a guilt-ridden fisherman takes care of a woman whose father accidentally got killed. A scientist reunites with his ex-wife and a daughter who doesn't even remember his face. And a poor rescue worker falls in love with a rich city girl. When they all find out a gigantic tsunami will hit the beach, they realize they only have 10 minutes to escape.",23.343,"['action', 'drama', 'thriller']","helicopter, beach, loss of loved one, cigarette, giant wave, tsunami, family relationships, disaster, tears, single father, tearjerker, trapped in an elevator, tidal wave, disaster movie, busan, south korea, south korea",9
429450,Pandora,7/12/2016,tt6302160,ko,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",14.536,"['thriller', 'drama', 'action']","small town, corruption, panic, earthquake, nuclear power plant, tragedy, disaster, explosion, tearjerker, nuclear fallout, nuclear catastrophe, busan, south korea, south korea",9
611291,Bring the Soul: The Movie,7/8/2019,tt10545076,ko,"A glimpse into K-pop group BTS’ world away from the stage, featuring intimate group discussions alongside spectacular concert performances from their world tour.",10.663,"['music', 'documentary']","k-pop, idol group",3
553512,Burn the Stage: The Movie,15/11/2018,tt9151704,ko,"Burn the Stage: the Movie is the first movie from BTS, going behind-the-scenes of the BTS WINGS TOUR to reveal the full story of the band’s meteoric rise to fame. This unmissable film provides an intimate look at what happens when the most successful global boy band of all time breaks down barriers and invades the mainstream music scene. Exclusive tour footage and brand-new one-on-one interviews with BTS members give fans an unprecedented glimpse into their lives and an opportunity for everyone to celebrate together worldwide.",12.676,"['music', 'documentary']","k-pop, idol group, bts",3
165213,New World,21/2/2013,tt2625030,ko,An undercover cop has his loyalties tested when the boss of the corporate gang he's spent years infiltrating dies.,14.756,"['thriller', 'crime', 'drama']","gangster, undercover cop, gang warfare, criminal gang, neo-noir, korean chinese",9
269494,A Hard Day,29/5/2014,tt3697626,ko,"After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",16.4,"['action', 'crime', 'thriller']","police, funeral, gangster, anti hero, hit-and-run, murder, organized crime, police corruption, police inspector",8
389868,Seoul Station,17/8/2016,tt3845670,ko,"In this animated prequel to ""Train to Busan,"" a group of survivors deals with a zombie pandemic that unleashes itself in downtown Seoul.",8.542,"['animation', 'horror', 'science fiction', 'action', 'adventure', 'thriller']","prequel, zombie, adult animation, seoul, south korea",8
158445,Miracle in Cell No. 7,23/1/2013,tt2659414,ko,A story about a mentally ill man wrongfully imprisoned for murder and his relationship with his 6 year old daughter.,14.956,"['drama', 'comedy']","parent child relationship, prison cell, wrongful imprisonment, mentally challenged",7
10253,Dragon Wars: D-War,1/8/2007,tt0372873,ko,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter.",16.653,"['fantasy', 'drama', 'horror', 'action', 'thriller', 'science fiction']","giant snake, los angeles, california, dagger",9
59421,Bedevilled,19/8/2010,tt1646959,ko,"A woman subject to mental, physical, and sexual abuse on a remote island seeks a way out.",10.752,"['thriller', 'crime', 'drama', 'horror']","friendship, island, prostitute, rape, isolation, revenge, domestic abuse, rural area, domestic violence, killing spree, heartbreak, mental illness, childhood friends, senior citizen, rape and revenge, social issues, abuse, island life, social problems, girls love, unhealthy relationship",9
94047,My Way,21/12/2011,tt1606384,ko,"During the invasion of Normandy the photograph of a slim Korean man in German uniform was found. It transpired that the man had served as a soldier in the Japanese, Russian and German armies. His incredible story inspired director Kang Je-Gyu to create this epic war drama.",14.108,"['drama', 'action', 'history', 'war']","world war ii, japanese occupation of korea",8
33908,Three… Extremes,20/8/2004,tt0420251,ko,"An Asian cross-cultural trilogy of horror films from accomplished indie directors: Dumplings, directed by Fruit Chan of Hong Kong, Cut directed by Park Chan-Wook of Korea, and Box directed by Miike Takashi of Japan.",13.883,['horror'],anthology,5
123377,Pietà,5/9/2012,tt2299842,ko,A loan shark is forced to reconsider his violent lifestyle after the arrival of a mysterious woman claiming to be his long-lost mother.,13.251,['drama'],"revenge, attempted rape, incest, mature, long lost relative, child abandonment, loan shark",0
849869,Kill Boksoon,17/2/2023,tt16900880,ko,"At work, she's a renowned assassin. At home, she's a single mom to a teenage daughter. Killing? That's easy. It's parenting that's the hard part.",29.383,"['action', 'crime', 'thriller']","assassin, hitman, hitwoman, single mother, lgbt, mother daughter relationship, female killer",8
736732,Broker,8/6/2022,tt13056052,ko,"Sang-hyeon is always struggling from debt, and Dong-soo works at a baby box facility. On a rainy night, they steal the baby Woo-sung, who was left in the baby box, to sell him at a good price. Meanwhile, detectives were watching, and they quietly track them down to capture the crucial evidence.",30.84,"['drama', 'comedy']","baby, adoption, investigation, broker, road trip, family relationships, road movie, abandoned baby, busan, south korea, baby box",7
800345,Carter,5/8/2022,tt21237030,ko,"Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close.",37.45,"['action', 'thriller', 'crime']","cia, amnesia, double cross, agent, gun violence, virus, south korea, inter-korean relations, graphic violence, dark fiction, psychological manipulation",8
665399,BTS World Tour: Love Yourself - Japan Edition,9/10/2019,,ko,BTS perform their Japan concert at Tokyo Dome and Fukuoka Yahuoku Dome during their Love Yourself World Tour.,4.892,"['music', 'documentary']","making of, concert film, choreography",3
479718,The Outlaws,3/10/2017,tt7468056,ko,"In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",23.857,"['action', 'crime']","police, detective, gang, illegal alien, 2000s, korean chinese, seoul, south korea",8
204553,Cold Eyes,3/7/2013,tt2969656,ko,"Ha Yoon-ju becomes the newest member of a unit within the Korean Police Forces Special Crime Department that specializes in surveillance activities on high-profile criminals. She teams up with Hwang Sang-jun, the veteran leader of the unit, and tries to track down James who is the cold-hearted leader of an armed criminal organization.",57.107,"['adventure', 'crime', 'action', 'thriller']",cold eyes,8
363579,The Age of Shadows,7/9/2016,tt4914580,ko,"Set in the late 1920s, The Age of Shadows follows the cat-and-mouse game that unfolds between a group of resistance fighters trying to bring in explosives from Shanghai to destroy key Japanese facilities in Seoul, and Japanese agents trying to stop them.",8.238,"['action', 'thriller']","japan, shanghai, china, independence movement, 1920s, korean resistance, japanese occupation of korea, korea",8
18377,200 Pounds Beauty,14/12/2006,tt0940642,ko,"Based on a Japanese manga, Kanna-San, Daiseikou Desu, this story revolves around Kang Han-na, an overweight phone sex employee and secret vocalist for Ammy, a famous Korean pop singer who actually lip syncs as she cannot sing. After getting humilitated publicly by an ungrateful Ammy, Han-na undergoes an extreme makeover to become a pop sensation herself.",17.077,"['drama', 'comedy', 'romance']","fan, plastic surgery, background singer, overweight woman, romance, stardom",2
938008,The Killer,13/7/2022,tt19713090,ko,"When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.",36.517,"['action', 'crime', 'thriller']","based on novel or book, kidnapping",8
45202,The Housemaid,13/5/2010,tt1314652,ko,A man's affair with his family's housemaid leads to dark consequences.,14.564,"['thriller', 'drama']","adultery, eroticism, remake, housemaid, uninvited guest, chaebol",9
8653,The Isle,22/4/2000,tt0255589,ko,"Mute Hee-Jin is working as a clerk in a fishing resort in the Korean wilderness; selling baits, food and occasionally her body to the fishing tourists. One day she falls in love with Hyun-Shik, who is on the run from the police, and rescues him with a fish hook when he tries to commit suicide.",14.137,"['drama', 'thriller']","island, prostitute, jealousy, card game, eroticism, sadomasochism, liquor",9
571785,Time to Hunt,22/2/2020,tt11777040,ko,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",14.661,"['drama', 'action', 'thriller']","robbery, dystopia, male friendship, bromance, armed robbery, manhunt, 2040s, male male relationship",9
435366,Fabricated City,9/2/2017,tt6399158,ko,"In real life, Kwon Yoo is unemployed, but in the virtual game world he is the best leader. Kwon Yoo is then framed for a murder. With the help of hacker Yeo-Wool, he tries to uncover the truth behind the murder case.",16.329,"['action', 'thriller', 'crime']","video game, falsely accused, prison escape, murder, jail, gamer, hacking",8
15859,A Moment to Remember,5/11/2004,tt0428870,ko,A young couple's love is tested when Sun-jin is diagnosed with a rare form of Alzheimer's disease.,11.778,"['drama', 'romance']","alzheimer's disease, love tested",2
47909,Poetry,13/5/2010,tt1287878,ko,A sexagenarian South Korean woman enrolls in a poetry class as she grapples with her faltering memory and her grandson's appalling wrongdoing.,9.597,['drama'],"poetry, tv addicted person, bridge, alzheimer's disease, caretaker, teenage rape, poetry teacher, old woman, badminton, grandmother grandson relationship",0
140212,Confession of Murder,8/11/2012,tt2468774,ko,"A serial killer reappears 15 years after his murder spree with a book detailing his crimes. The resentful cop who failed to catch him before is assigned to protect him. The families of the victims plan revenge. And as the media circus spirals out of control, a masked man called ""J"" appears claiming to be the real killer.",9.72,"['action', 'thriller']",,8
626872,Emergency Declaration,3/8/2022,tt11535228,ko,"While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",33.35,"['action', 'drama', 'mystery', 'thriller']","airplane, pilot, emergency landing, flight, airplane hijacking, aviation, terrorism, hijack, flight attendant, microbiology, bio terrorism, enclosed space",9
