id,title,release_date,imdb_id,original_language,overview,popularity,genres,keywords,cluster
392790,Ma' Rosa,9/11/2016,tt5638094,tl,"Ma’ Rosa has four children. She owns a small convenience store in a poor section of Manila where everybody knows her. To make ends meet, Rosa and her husband, Nestor, resell small amounts of narcotics on the side. One day, they get arrested. Rosa’s children are ready to do anything to buy their parents’ freedom from the corrupt police.",3.257,['drama'],boys' love (bl),0
197976,Himala,25/12/1982,tt0125144,tl,"When plain orphan Elsa begins having visions of the Virgin Mary, the rest of the residents of her isolated village find themselves questioning their own beliefs and values. Soon, Elsa is healing people with a variety of ailments. As word of this phenomenon spreads, tourists, pilgrims, patients and a documentary filmmaker all arrive on a quest to partake in the miracle.",2.601,['drama'],"miracle, apparition, healing",0
302104,That Thing Called Tadhana,4/2/2015,tt4170436,tl,A woman struggling to meet airline baggage requirements meets a man who comes to her aid. They form a friendship that helps them mend each other's hearts.,1.71,['romance'],"philippines, destiny",8
410485,Gasping for Air,5/8/2016,tt5950970,tl,"When his sister disappears after leaving their home in hopes of singing stardom, Luis tracks her down and discovers the grim reality of her whereabouts.",1.526,['drama'],coming of age,0
861252,69 + 1,3/9/2021,tt15528368,tl,A lesbian couple seeks the help of their male friend to be involved in their relationship to somehow cure their seven-year itch.,9.74,['comedy'],"lesbian, lesbian couple",1
354428,Dead Slow Ahead,28/10/2016,tt4881208,tl,"A freighter crosses the ocean. The hypnotic rhythm of its gears reveals the continuous movement of machinery devouring its workers: the last gestures of the old sailors’ trade disappearing under the mechanic and impersonal pace of 21st century neo-capitalism. Perhaps it is a boat adrift, or maybe just the last example of an endangered species. Although we don’t know it, the engines are still running, unstoppable.",1.2,"['drama', 'documentary']",,0
205015,Four Sisters and a Wedding,26/6/2013,tt3008034,tl,"The children of the Salazar family have been pursuing separate lives in the recent years. After a few years of not being together as a whole family, they find themselves reuniting when CJ announces his plan to marry Princess, his girlfriend for three months. Much to their shock and dismay, CJ's sisters come together for the wedding and have agreed to dissuade him from marrying his fiancée.",5.939,"['family', 'comedy', 'drama', 'romance']","brother, fiancé, marriage, sister, family relationships, wedding, sibling, family, little brother, woman director, getting married, engaged couple",3
441834,My Ex & Whys,15/2/2017,tt6544850,tl,"Cali a blogger who owns the upcoming blog ""The Bakit List,"" and her ex Gio who will return to her life unexpectedly and surprisingly.",2.858,['romance'],philippines,8
415800,Barcelona: A Love Untold,14/9/2016,tt5755912,tl,"Ely, a young man who can't get over Celine, his past love, meets Mia, a young woman who escaped from a painful past in the Philippines and is trying her luck to rebuild her life in Spain. They meet. They fall in love. But can they overcome the hurt of the past to have a future together?",3.016,"['drama', 'romance']","philippines, woman director",3
233355,Keka,20/8/2003,tt0369621,tl,"Keka is a beautiful young woman working in a call center. Wanting to hunt down the killers and avenge her boyfriend's death, she undergoes rigid training. Everything has been going well until she meets the guy who makes her fall in love again.",2.75,"['action', 'comedy', 'romance', 'thriller']",philippines,6
200785,Melancholia,27/8/2008,tt1269566,tl,A story about victims of summary executions. Three people start a strange therapy to escape their agonies.,3.248,['drama'],,0
553100,Wild and Free,10/10/2018,tt9105508,tl,"Ellie and Jake fall in love, but struggle with their relationship when they discover an unexpected connection between their pasts.",3.078,['drama'],philippines,0
58695,The Impossible Kid,23/7/1982,tt0430216,tl,"Weng Weng plays an agent, code-named “00” who works for the Manila branch of Interpol. The Chief sends him in pursuit of an arch villain, Mr X, whose white sock covered head is reminiscent of the Ku Klux Klan’s pointed hoods. When Mr X holds the Philippines for ransom two businessmen, Maolo and Simeon, pay his demands. Weng Weng suspects foul play and goes deep undercover to reveal the true identity of the mysterious Mr X.",2.324,"['crime', 'comedy', 'action']","martial arts, spy, interpol, philippines, little people, manila philippines",6
126693,The Blood Drinkers,6/11/1964,tt0060175,tl,"Dr. Marco's most beloved Katrina has died. As a vampire, Marco has devised a plan to bring her back from the dead. It requires large amounts of human blood and will eventually necessitate the transplantation of a human heart.",1.873,['horror'],"whip, dwarf, vampire, coffin, bat, priest, hunchback, blood sucking, flare gun",7
425849,2 Cool 2 Be 4gotten,17/11/2016,tt6259946,tl,"Felix is a friendless achiever in high school whose life changes after the arrival of the half-American Snyder brothers, entangling him in their dark ambitions.",1.898,['drama'],"philippines, coming of age, lgbt, lgbt teen, gay theme",0
345630,Just the Way You Are,17/6/2015,tt3837166,tl,"Drake gets into a betting game with his best friend which involves courting the unsuspecting Sophia. When Sophia finally falls for him Drake must tell her that everything was just a game, a bet.",3.308,"['drama', 'romance', 'comedy']",philippines,3
252981,Bride for Rent,15/1/2014,tt3469386,tl,"On the eve of his 25th birthday, the day he’s set to receive money from his trust fund, Rocco parties, gets drunk and loses all his money on a poker match. His dilemma: He has to produce the amount, otherwise he will lose the client he needs to defeat his father’s TV commercial production company.  Meanwhile, Rocky also needs money to pay the rent, otherwise her family will be homeless.  There’s only one way for Rocco to be able to get money from his trust fund: Fulfill the conditions set by his grandmother and that is to get married.  Rocky agrees to act as Rocco’s pseudo wife in exchange for a “talent fee.” They seal the deal.  As they live like a married couple, Rocco and Rocky face one problem after another, forcing them with no alternative but to reconcile their differences and work with each other. Complication arises when they start to feel for each other, with their bond getting closer.",1.563,"['romance', 'comedy']","philippines, wedding, bride and groom, woman director, rental",8
543688,The Hows of Us,29/8/2018,tt8769032,tl,A young couple dream of growing old together as they deal with the struggles of being in a long-term relationship.,5.523,"['drama', 'romance']",,3
469687,100 Poems for Stella,16/8/2017,tt4714454,tl,"Throughout his four years in college, Fidel, a stuttering student, tries to finish 100 poems dedicated to Stella, an aspiring but frustrated rock star, to win her heart.",1.771,['romance'],philippines,8
420893,Ang Manananggal sa Unit 23B,15/10/2016,tt6166732,tl,"Jewel is a mysterious woman who lives alone in the city. She has a secret which has led her to settle into a lonely existence. That is, until she meets Nico, a broken-hearted, down-and-out guy who also feels unlovable like she does. Jewel is torn between wanting to love him and wanting to save him from herself.",0.923,"['horror', 'romance', 'fantasy']",philippines,7
183026,Rigodon,21/11/2012,tt2526660,tl,"A heartbroken young woman begins a sexual relationship with a struggling artista, not knowing that her new beau is already married. As the truth comes out, obsession and jealousy bring pain into all their lives.",7.537,"['thriller', 'drama', 'mystery']","philippines, sexual murder, sexual fantasy",5
597080,The Halt,1/6/2019,tt10244756,tl,"It is the year 2034 AD and Southeast Asia has been in the dark for the last three years, literally, because the sun hasn’t shone as a result of massive volcanic eruptions at the Celebes Sea in 2031. Madmen control countries, communities, enclaves and bubble cities. Cataclysmic epidemics razed over the continent. Millions have died and millions have left.",2.026,"['science fiction', 'drama', 'thriller']",,5
327225,Crazy Beautiful You,25/2/2015,tt4377918,tl,A bad girl and a province boy found love in the state of being broken and in the process of healing.,5.025,"['drama', 'romance']","philippines, woman director",3
1041898,Pamasahe,9/12/2022,tt23862640,tl,"A penniless mother, with her infant child, takes on a journey by land and sea to find her husband in Manila. But this trip won't be free for she has to use her body to get to her destination.",10.65,['drama'],,0
377153,A Lullaby to the Sorrowful Mystery,26/3/2016,tt4842296,tl,"Andres Bonifacio y de Castro is considered to be one of the most influential proponents in the struggle against Spanish colonial rule in the Philippines during the late nineteenth century. Bonifacio’s widow is searching for her husband’s missing dead body; as she and her followers stumble deeper into the jungle, they become entangled in the dense thicket of their own guilt and responsibility. The Spanish governor tries to play off the various rebel factions and their utopian visions against each other. At the same time, a badly wounded companion of Bonifacio reflects upon the victims a revolution inevitably creates. Mythology, facts and a vibrant sense of history merge.",1.516,"['drama', 'fantasy', 'adventure', 'history']",,0
543411,Alpha: The Right to Kill,28/3/2019,tt9016006,tl,"Set against the backdrop of the Philippines Government’s crackdown on illegal drugs, a SWAT-led police force launches an operation to arrest Abel, one of the biggest druglords in Manilla. Police Officer Espino and Elijah, a small-time pusher turned informant, provide the intelligence for the operation which quickly escalates into a violent and heavely-armed confrontation in the slums between the SWAT and Abel’s gang. Before the investigators arrive at the crime scene, Espino and Elijah walk off with Abel’s backpack full of money and methamphetamine.",1.402,['crime'],,7
389060,XXX,16/3/2016,tt5588670,tl,A seamstress turned beauty queen turned seamstress once more recounts her ascent and subsequent descent in the local beauty pageant scene.,1.079,['drama'],philippines,0
384487,Always Be My Maybe,24/2/2016,tt5341036,tl,"After being dumped by their respective lovers, Jake and Tintin cross paths at a resort and discover they have much in common.",4.02,"['comedy', 'romance']",philippines,8
430977,Seklusyon,25/12/2016,tt6271180,tl,"In 1947, those aspiring to be priest are sent to a remote convent to live in seclusion on the last day of their training. The purpose is to shield them from evil of the world. The plot thickens when a mysterious young girl comes to the convent but the question is whether she is really sent by God or by the Evil.",1.396,['horror'],"philippines, anti-christ, devil, roman catholic, catholic priest, faith healer, priesthood, deacons",7
77321,Daughters of Eve,7/2/1985,tt0292236,tl,"In the remote countryside of Ilongo, various women are sexually abused by local men. Two sisters meet Simon, the most attractive man in the village, and fight over him - one constantly haunted by Catholic dogma because of the abuse she suffered previously.",31.899,"['horror', 'drama', 'crime']","island, village, sin, revenge, betrayal, religion, east asian lead, desire, voyeur, abuse",0
418378,Die Beautiful,25/12/2016,tt6186430,tl,"Trisha, a Filipino transgender woman, suddenly dies while being crowned in a beauty pageant. Her last wish was to be presented as a different celebrity on each night of her wake, but her conservative father wants to bury her as a man.",3.27,"['comedy', 'drama']","friendship, funeral, drag queen, beauty contest, philippines, family relationships, flashback, death, lgbt, make up",0
127642,Feng Shui,18/9/2004,tt0430082,tl,"After finding a Feng Shui amulet, Joy starts to see a string of fortunate events come her way. Soon, she realizes it is, in fact, a curse. Now she must break the cycle of good fortune and death in order to save her family.",2.849,"['drama', 'horror', 'thriller']",philippines,5
96239,Remington and the Curse of the Zombadings,31/8/2011,tt1810861,tl,"A boy cursed to turn gay when he grows up must sort out his feelings for the girl he loves and the boy – his best friend – he is suddenly lusting after, come to terms with his homophobia, and escape a pscho gay killer on the loose.",2.342,"['comedy', 'horror']","philippines, transsexual, gay theme",1
167710,Death in the Land of Encantos,26/4/2007,tt1094643,tl,"A Filipino poet hearkens back to his village after spending years in Europe. Horrified to discover that the community has been buried under landslides, he begins wandering through the countryside, reconnecting with friends, lovers and family members whose lives teeter on the brink of destruction.",1.185,['drama'],,0
913689,Leonor Will Never Die,25/11/2022,tt16377714,tl,"Fiction and reality blur when Leonor, a retired filmmaker, falls into a coma after a television lands on her head, compelling her to become the action hero of her unfinished screenplay.",2.926,"['fantasy', 'comedy', 'action']",,6
290550,"Storm Children, Book One",23/9/2014,tt4049956,tl,"The Philippines is visited by an average of 20~28 strong typhoons and storms every year. It is the most storm-battered country in the world. Last year, Typhoon Yolanda (Haiyan), considered the strongest storm in history, struck the Philipines, leaving in its path apocalyptic devastation.",0.962,['documentary'],"philippines, storm",4
214129,Why Your Crush Doesn't Have a Crush on You?,14/8/2013,tt3094914,tl,An ugly ducking attempts to become desirable.,1.523,"['comedy', 'drama', 'romance']",romantic comedy,3
111132,The Masseur,19/10/2005,tt0477999,tl,Iliac works in a massage parlor where the gay clients are given more than a shoulder kneading and back rub. When Iliac's father dies he must reconcile his job as a sex worker with the rest of his family.,3.575,"['drama', 'romance']",masseur,3
35881,One More Chance,14/11/2007,tt1102316,tl,"Popoy and Basha had been together forever. Their love story began when they first met as students at university. They had been inseparable and did everything together—eating, studying and attending parties. However, Popoy's incessant planning and nagging took a toll on their relationship leading Basha to break-up with him.",3.804,"['drama', 'romance']","philippines, woman director",3
673836,Mama Susan's Friends,18/5/2023,tt27510021,tl,"Galo is a university student who writes on his journal the string of unsettling and mysterious experiences he has while living with his grandmother, Mama Susan.",3.099,"['horror', 'thriller']",based on novel or book,5
133470,"Florentina Hubaldo, CTE",30/4/2012,tt2194569,tl,"Florentina Hubaldo keeps repeating her story, orally, akin to a mantra, a meditation and a prayer; her way of remembering; her means of maintaining hope for survival and redemption; fighting with what’s left of her memory. She lives and exist in a place and a condition where history, her story, is being systematically being obliterated. Two gold hunters endlessly dig the ground with their shovels and hoes for the proverbial treasure that will emancipate them. A father sadly waits for the death of her fragile daughter.",1.116,['drama'],"prostitution, buried treasure",0
110285,The Echo,25/12/2004,tt0423195,tl,"After moving into his new digs a ratty apartment in a decrepit building Marvin senses that something is amiss. Every night, domestic violence occurs at the home of his neighbors: an alcoholic cop, his wife, Anna, and their daughter, Lara. When bloody apparitions of Anna and Lara flash before Marvin's eyes, he begins to question his sanity in this atmospheric horror film.",2.217,"['thriller', 'horror']",philippines,5
111109,Century of Birthing,17/11/2011,tt2028550,tl,An artist struggles to finish his work. A storyline about a cult plays in his head. Fundamentalism will destroy the world. The artist destroys his muse in the process. He redeems her in the end.,1.603,['drama'],artist,0
108610,Manay Po!,31/5/2006,tt0809517,tl,"Manay Po tells the story of Luz, a small time jeweler who dreams of making it big so as to provide a better life for her family. Her life revolves around her brood of three, namely, Oscar, Orson and Orwell and her live-in boyfriend Gerry. With the help of her good friend and maid Maritess, Luz was able to raise her children normally despite the absence of a husband. In spite of her children's questionable sexualities, their family paints a picture of a happy family - a home filled with laughter and unconditional love.",1.118,['comedy'],,1
72985,Grandmother,23/9/2009,tt1496792,tl,"Lola Sepa's grandson has been killed by a cell phone snatcher. Despite being devastated by the sudden violence, she must bear the burden of making the funeral arrangements. She and her family are poor, and there is not enough money for the coffin nor the legal pursuit against the suspected murderer. But the elderly woman is ready to even seek a bank loan to assure both a proper burial and justice for her beloved grandson. Lola Puring is committed to getting her grandson Mateo out of jail, although he has been accused of senselessly murdering Lola Sepa's grandson. But the poor aged woman doesn't have the bail money. Each time she visits her grandson in prison to bring him proper meals, it breaks her heart to see him wasting away behind bars with countless others. At the first court hearing, the two grandmothers must face one another. Both frail and poor, each is determined to do everything necessary for her grandson. The future of the case is dependent on grandmotherly love...",2.116,['drama'],,0
255432,Starting Over Again,12/2/2014,tt3528284,tl,"Ten years ago, Ginny, an Architecture student, and Marco, a History professor, began a one-of-a-kind and unpredictable love story. In the five years that they were together, they brought out the best in each other, which included Marco’s unrealized dream of becoming a chef. Together, they worked towards their dream of opening up a restaurant, but when Ginny realized her own pursuits were different from his, she rejected his wedding proposal and left the country for a Masters degree in Architecture. At present, Ginny co-owns a one-stop Architecture and Interior Design firm specializing in Restoration. She receives an email from Marco, which was written and sent after their break-up, meant to be read four years later. It makes her feel even more regretful of leaving the love of her life.",1.808,"['romance', 'comedy', 'drama']","philippines, woman director",3
1123342,Missed Connections,2/6/2023,tt27703325,tl,"After an unforgettable encounter, a hopeless romantic turns to an app to seek out a man she just met — but is he really what she's looking for?",11.754,"['romance', 'comedy', 'drama']",,3
179917,Scorpio Nights,17/6/1985,tt0117568,tl,"In a crowded, multi-appartment house, a young student peeps on his neighbours making love and subsequently develops a steamy affair with the neighbour's wife. The affair slowly becomes an obsession and spins out of control.",7.827,['drama'],"philippines, love affair, peeping tom, voyeurism",0
219441,Elegy to the Visitor from the Revolution,5/9/2011,tt2062519,tl,"Deliberately structured and less beholden to its narrative, the film is told in three parts, with each part pertaining to each of the three visits of the time-travelling visitor from when the country was fighting for independence from Spain.",0.6,['drama'],,0
87487,Curse of the Vampires,2/9/1966,tt0065603,tl,Siblings discover that their father has their vampire mother chained up in the cellar. The mother bites her son and soon everyone in the community is either dead or a vampire.,2.638,"['horror', 'drama']",vampire,0
576225,Alone/Together,13/2/2019,tt9526822,tl,"Christine an Art Studies major student at University of the Philippines Diliman a smart and very ambitious who is in a relationship with a Biology student at University of Santo Tomas, Raf a very total opposite character of Christine.",1.493,"['romance', 'drama']",philippines,3
298078,Ruined Heart: Another Love Story Between a Criminal & a Whore,24/10/2014,tt2668150,tl,"Somewhere in Manila, a crime boss rules with an iron fist. To his most loyal henchman he gives the task of guarding his woman. Before long, she falls in love with the henchman, and the star-crossed lovers decide to leave town. Fighting ensues. It is while on the run that they finally get to know each other for the first time.",1.233,"['crime', 'music', 'romance']",,8
83272,The Woman in the Septic Tank,3/8/2011,tt1961179,tl,"Cynical filmmakers plan on producing a bleak, independent film dealing with poverty and prostitution in the hopes of scoring free travel to international film festivals.",1.701,['comedy'],philippines,1
86065,Foster Child,12/9/2007,tt1031930,tl,"Thelma, together with her husband Dado and teenage sons Gerald and Yuri, are a poor urban family hired by a local foster care facility to provide temporary home and care to abandoned babies pending the latter's formal adoption.",1.775,['drama'],"adoption, foster parents, foster care",0
